id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,kfold
12245,27,self-employed,single,tertiary,no,108,no,yes,cellular,8,jul,141,2,-1,0,unknown,0,2
8762,49,technician,married,secondary,no,2765,no,no,cellular,13,aug,233,4,-1,0,unknown,0,2
22911,37,admin.,divorced,tertiary,no,-65,no,no,cellular,21,jul,226,1,-1,0,unknown,0,2
13144,53,technician,married,secondary,no,230,no,yes,cellular,13,aug,112,2,-1,0,unknown,0,2
5914,34,management,single,tertiary,no,2757,yes,no,cellular,12,aug,126,2,-1,0,unknown,0,2
14556,54,admin.,divorced,secondary,no,735,no,no,cellular,28,oct,300,1,-1,0,unknown,0,2
15313,32,admin.,married,secondary,no,17,yes,no,unknown,27,may,123,1,-1,0,unknown,0,2
17123,37,admin.,married,secondary,no,439,no,no,unknown,9,jun,321,1,-1,0,unknown,0,2
2462,35,technician,divorced,secondary,no,-870,yes,no,cellular,14,jul,180,4,-1,0,unknown,0,2
16170,42,unknown,married,secondary,no,703,yes,no,cellular,10,jul,210,1,-1,0,unknown,0,2
5373,34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,175,2,failure,1,2
6002,54,housemaid,single,unknown,no,6020,no,no,unknown,6,jun,24,1,-1,0,unknown,0,2
7461,27,admin.,married,secondary,no,53,yes,no,cellular,18,jul,362,2,-1,0,unknown,0,2
18816,26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,80,3,329,3,failure,0,2
17005,38,blue-collar,married,secondary,no,84,no,yes,telephone,11,jul,328,2,-1,0,unknown,0,2
10807,31,management,single,tertiary,no,0,yes,no,unknown,23,may,391,1,-1,0,unknown,0,2
11941,23,technician,single,secondary,yes,150,yes,yes,unknown,6,jun,66,5,-1,0,unknown,0,2
13892,46,housemaid,married,primary,no,312,yes,yes,cellular,25,jul,137,7,-1,0,unknown,0,2
8316,48,housemaid,married,primary,no,332,yes,no,cellular,1,jun,262,1,-1,0,unknown,0,2
14012,36,technician,single,secondary,no,351,no,no,cellular,25,aug,88,3,-1,0,unknown,0,2
16190,55,blue-collar,divorced,primary,no,0,no,no,unknown,19,jun,120,1,-1,0,unknown,0,2
24768,34,blue-collar,divorced,secondary,no,-154,no,no,cellular,9,jul,295,1,-1,0,unknown,0,2
496,45,admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,0,2
5776,29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,-1,0,unknown,1,2
16230,47,blue-collar,married,secondary,no,310,yes,no,cellular,29,jul,145,3,-1,0,unknown,0,2
13137,66,housemaid,married,primary,no,922,no,no,telephone,2,nov,83,4,101,4,other,0,2
14849,30,management,single,tertiary,no,1108,yes,yes,unknown,9,may,261,1,-1,0,unknown,0,2
3373,35,technician,married,secondary,no,94,yes,yes,unknown,14,may,208,5,-1,0,unknown,0,2
1258,34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,nov,505,1,183,4,failure,0,2
9430,28,admin.,single,secondary,no,1408,no,no,cellular,13,aug,166,1,78,2,failure,0,2
24023,38,admin.,single,secondary,no,648,yes,no,cellular,6,feb,101,2,-1,0,unknown,0,2
13307,35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,3,-1,0,unknown,1,2
6652,46,blue-collar,single,secondary,no,-100,yes,no,cellular,8,may,445,2,303,1,failure,0,2
3582,23,student,single,secondary,no,1234,no,no,cellular,16,nov,250,1,-1,0,unknown,1,2
18145,36,management,married,tertiary,no,860,yes,no,unknown,20,may,294,15,-1,0,unknown,0,2
16796,43,entrepreneur,married,tertiary,no,396,no,no,unknown,11,jun,105,3,-1,0,unknown,0,2
7770,40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown,0,2
13628,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,1,2
12586,34,admin.,married,secondary,no,764,no,no,cellular,9,feb,89,2,-1,0,unknown,0,2
967,47,blue-collar,married,primary,no,176,yes,no,unknown,30,may,35,1,-1,0,unknown,0,2
9335,34,admin.,single,secondary,no,2677,yes,no,cellular,20,nov,259,1,-1,0,unknown,0,2
12661,47,technician,divorced,primary,no,3524,yes,no,cellular,19,nov,332,4,-1,0,unknown,0,2
21696,43,unemployed,single,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure,0,2
12273,36,technician,married,tertiary,no,606,yes,no,unknown,4,jun,159,1,-1,0,unknown,0,2
6292,43,blue-collar,married,primary,no,-67,yes,no,telephone,15,may,137,7,371,1,failure,0,2
14142,33,management,married,tertiary,no,403,yes,no,unknown,26,may,114,2,-1,0,unknown,0,2
16315,32,management,single,tertiary,no,974,yes,no,unknown,3,jun,228,1,-1,0,unknown,0,2
8254,43,technician,married,tertiary,no,3530,yes,no,cellular,17,jul,470,1,-1,0,unknown,0,2
18655,43,services,married,secondary,no,378,no,yes,cellular,12,aug,321,4,-1,0,unknown,0,2
15390,40,services,married,secondary,no,771,yes,no,cellular,15,may,173,4,-1,0,unknown,0,2
7210,35,blue-collar,married,secondary,no,-102,yes,no,cellular,14,jul,334,3,-1,0,unknown,0,2
24234,26,technician,single,secondary,no,252,no,no,cellular,29,jan,706,2,-1,0,unknown,0,2
16488,21,student,single,unknown,no,762,no,no,cellular,24,jun,288,1,-1,0,unknown,0,2
24683,29,admin.,married,secondary,no,73,yes,no,cellular,16,jul,252,2,-1,0,unknown,0,2
7978,48,technician,married,secondary,no,164,no,no,cellular,27,aug,76,4,-1,0,unknown,0,2
16287,53,management,divorced,tertiary,no,913,no,no,cellular,20,aug,173,3,-1,0,unknown,0,2
12191,25,student,single,secondary,no,154,no,no,cellular,2,sep,382,1,183,3,success,1,2
6841,42,admin.,divorced,secondary,no,814,yes,no,cellular,2,feb,326,5,-1,0,unknown,0,2
8463,53,management,married,tertiary,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,0,2
6307,59,management,married,unknown,no,147,no,no,cellular,7,jul,119,3,-1,0,unknown,0,2
4360,46,blue-collar,married,secondary,no,425,yes,no,unknown,6,jun,168,3,-1,0,unknown,0,2
14001,45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,unknown,0,2
24361,40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,1,2
3617,35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success,1,2
21487,29,technician,single,tertiary,no,47,yes,no,unknown,16,may,111,11,-1,0,unknown,0,2
20452,48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,1,2
11752,41,technician,married,secondary,no,-274,yes,no,unknown,27,may,182,3,-1,0,unknown,0,2
21702,50,admin.,divorced,secondary,no,3043,yes,no,unknown,3,jun,113,4,-1,0,unknown,0,2
2566,37,admin.,single,secondary,no,-117,no,yes,cellular,7,jul,106,1,-1,0,unknown,0,2
21118,36,blue-collar,single,secondary,no,110,no,no,cellular,8,jul,291,2,-1,0,unknown,0,2
21652,41,management,married,secondary,no,148,no,no,cellular,29,aug,82,9,-1,0,unknown,0,2
3135,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,1,2
25460,30,management,single,tertiary,no,2900,no,no,cellular,8,aug,147,2,-1,0,unknown,0,2
15025,39,management,single,tertiary,no,1509,no,no,cellular,11,nov,248,1,-1,0,unknown,0,2
5167,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,0,2
22047,30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,9,-1,0,unknown,1,2
7728,53,blue-collar,married,primary,no,2018,yes,yes,cellular,17,apr,212,1,-1,0,unknown,0,2
25534,34,blue-collar,single,secondary,no,68,yes,no,unknown,30,may,192,6,-1,0,unknown,0,2
7540,26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1,0,unknown,0,2
6910,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,0,2
10398,49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,0,2
22802,38,technician,married,tertiary,no,128,no,no,cellular,13,aug,183,5,-1,0,unknown,0,2
16049,46,services,married,primary,no,830,yes,yes,cellular,11,jul,211,2,-1,0,unknown,0,2
1262,32,housemaid,married,secondary,no,0,yes,no,cellular,12,may,549,1,368,2,failure,0,2
5396,35,technician,single,secondary,no,-206,yes,no,unknown,19,may,85,4,-1,0,unknown,0,2
6818,44,blue-collar,married,secondary,no,577,yes,no,unknown,28,may,199,3,-1,0,unknown,0,2
19798,55,services,married,unknown,no,2944,no,no,cellular,27,aug,672,6,-1,0,unknown,1,2
10423,36,services,divorced,secondary,no,54,yes,no,cellular,20,nov,355,6,-1,0,unknown,0,2
13189,37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101,2,-1,0,unknown,0,2
23194,33,blue-collar,married,secondary,no,263,yes,no,unknown,21,may,206,3,-1,0,unknown,0,2
11739,45,blue-collar,married,primary,no,147,no,no,cellular,14,aug,109,3,-1,0,unknown,0,2
22253,50,blue-collar,married,primary,no,1064,yes,no,cellular,8,aug,31,2,-1,0,unknown,0,2
13554,43,technician,single,tertiary,no,58,no,no,cellular,22,aug,97,2,-1,0,unknown,0,2
15141,33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other,0,2
5649,48,blue-collar,married,secondary,no,1394,yes,no,telephone,13,may,30,10,-1,0,unknown,0,2
4697,39,blue-collar,married,unknown,no,0,yes,no,unknown,26,may,470,1,-1,0,unknown,0,2
7892,60,management,married,tertiary,no,13360,no,yes,unknown,5,jun,264,1,-1,0,unknown,0,2
7152,46,management,married,tertiary,no,3984,no,no,cellular,13,aug,77,2,-1,0,unknown,0,2
15633,58,unknown,married,tertiary,no,327,no,no,telephone,18,jan,124,4,-1,0,unknown,0,2
16564,28,blue-collar,single,secondary,no,2486,yes,no,telephone,18,may,26,5,354,1,success,0,2
24534,30,technician,single,tertiary,no,411,no,no,cellular,26,may,111,1,35,1,failure,0,2
12899,39,blue-collar,single,primary,no,1790,yes,no,unknown,4,jun,229,6,-1,0,unknown,0,2
5547,39,services,married,secondary,no,-971,yes,yes,unknown,28,may,104,2,-1,0,unknown,0,2
12059,38,technician,married,secondary,no,1448,yes,no,cellular,20,nov,415,1,-1,0,unknown,0,2
21074,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,1,2
22005,31,management,single,tertiary,no,796,no,yes,cellular,21,nov,150,1,-1,0,unknown,0,2
20947,45,admin.,married,secondary,no,985,yes,no,unknown,13,may,390,1,-1,0,unknown,0,2
10798,42,technician,married,secondary,no,122,yes,no,cellular,6,may,74,2,-1,0,unknown,0,2
11082,42,blue-collar,married,primary,no,608,yes,no,cellular,8,may,67,2,-1,0,unknown,0,2
11493,25,services,single,secondary,no,402,no,yes,cellular,7,jul,264,1,-1,0,unknown,0,2
6521,35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,1,2
3162,45,self-employed,married,primary,no,-584,yes,yes,unknown,2,jul,306,2,-1,0,unknown,0,2
331,29,blue-collar,single,secondary,no,2806,no,no,cellular,15,oct,294,1,93,5,other,0,2
2905,46,blue-collar,married,primary,no,346,yes,no,unknown,15,may,402,1,-1,0,unknown,0,2
13234,35,admin.,married,secondary,no,614,yes,no,cellular,12,may,242,2,-1,0,unknown,0,2
20534,37,technician,single,secondary,no,442,yes,no,cellular,20,apr,51,4,349,1,other,0,2
11137,38,services,married,secondary,no,0,yes,yes,cellular,11,may,125,2,304,2,failure,0,2
1345,46,services,divorced,secondary,no,0,no,no,cellular,17,nov,407,1,150,3,success,0,2
18404,44,management,divorced,unknown,no,1784,no,yes,cellular,21,nov,279,1,-1,0,unknown,0,2
18460,54,blue-collar,married,unknown,no,6251,yes,no,unknown,29,may,421,3,-1,0,unknown,0,2
728,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,1,2
8138,26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,0,2
24557,35,technician,single,secondary,no,225,yes,no,cellular,18,may,7,5,-1,0,unknown,0,2
10828,37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown,1,2
4808,46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,-1,0,unknown,1,2
12657,33,management,single,tertiary,no,308,yes,no,cellular,8,aug,97,4,-1,0,unknown,0,2
1168,33,admin.,single,secondary,no,0,yes,no,cellular,19,nov,85,2,-1,0,unknown,0,2
23821,40,blue-collar,married,primary,no,105,yes,no,cellular,14,may,143,2,370,2,failure,0,2
2807,28,technician,single,secondary,no,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,0,2
15911,31,management,single,tertiary,no,43,yes,no,cellular,9,feb,297,7,-1,0,unknown,0,2
19618,46,housemaid,married,primary,no,1175,no,no,cellular,7,aug,181,2,-1,0,unknown,0,2
9395,32,technician,married,tertiary,no,2553,yes,no,cellular,24,jul,459,7,-1,0,unknown,0,2
2116,44,technician,married,secondary,no,1226,yes,yes,cellular,29,jul,51,2,-1,0,unknown,0,2
4967,42,services,married,secondary,no,1027,yes,no,telephone,17,nov,188,2,168,2,failure,0,2
4509,26,self-employed,married,tertiary,no,219,no,no,cellular,4,may,104,5,-1,0,unknown,0,2
7141,39,housemaid,married,secondary,no,0,yes,no,cellular,29,jul,218,4,-1,0,unknown,0,2
6765,41,blue-collar,divorced,secondary,no,1,no,yes,unknown,19,jun,289,1,-1,0,unknown,0,2
7919,28,student,single,tertiary,no,1096,no,no,cellular,28,jan,81,2,-1,0,unknown,0,2
12466,46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,0,2
20824,44,entrepreneur,married,primary,no,58,yes,no,unknown,7,may,113,3,-1,0,unknown,0,2
24171,42,blue-collar,married,primary,no,199,yes,no,cellular,2,feb,272,1,-1,0,unknown,0,2
26883,44,services,married,secondary,no,4837,yes,no,cellular,13,may,324,3,-1,0,unknown,0,2
14355,66,housemaid,divorced,primary,no,204,no,no,telephone,13,aug,213,1,-1,0,unknown,0,2
5535,45,management,married,tertiary,no,0,yes,yes,unknown,13,may,147,1,-1,0,unknown,0,2
17014,60,blue-collar,married,primary,no,0,no,yes,cellular,13,aug,324,4,-1,0,unknown,0,2
6947,48,technician,divorced,tertiary,no,855,no,no,cellular,6,aug,68,4,-1,0,unknown,0,2
4577,27,technician,single,tertiary,no,4003,no,no,cellular,30,apr,584,1,-1,0,unknown,0,2
2667,36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,-1,0,unknown,1,2
17321,25,services,single,secondary,no,443,yes,no,cellular,5,may,133,1,-1,0,unknown,0,2
11719,43,management,divorced,tertiary,no,3327,no,no,telephone,28,aug,146,19,-1,0,unknown,0,2
10705,35,services,single,secondary,no,11,yes,no,cellular,25,jul,294,1,-1,0,unknown,0,2
4493,41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,0,2
14277,35,management,married,tertiary,no,100,no,no,cellular,12,aug,120,2,-1,0,unknown,0,2
24169,60,technician,married,unknown,no,148,yes,no,unknown,19,may,148,1,-1,0,unknown,0,2
68,35,blue-collar,married,unknown,no,-205,yes,no,unknown,23,may,147,14,-1,0,unknown,0,2
20962,58,blue-collar,married,primary,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,0,2
14600,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,1,2
23825,52,services,married,secondary,no,659,no,no,cellular,27,oct,113,1,-1,0,unknown,1,2
17934,32,technician,single,secondary,no,109,no,no,cellular,27,aug,101,3,-1,0,unknown,0,2
21849,30,management,single,tertiary,no,317,no,no,cellular,12,aug,134,8,-1,0,unknown,0,2
21713,53,technician,married,tertiary,no,2600,no,no,cellular,3,jun,656,1,-1,0,unknown,0,2
15745,28,admin.,single,secondary,no,520,yes,no,cellular,30,nov,113,1,168,1,failure,0,2
17110,51,services,divorced,secondary,no,974,yes,yes,cellular,29,jul,255,4,-1,0,unknown,0,2
18085,48,technician,married,secondary,no,547,no,no,cellular,5,aug,459,2,-1,0,unknown,0,2
8776,39,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,3,-1,0,unknown,1,2
12844,30,admin.,married,secondary,no,5220,yes,no,cellular,21,nov,108,1,-1,0,unknown,0,2
5858,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure,1,2
12773,61,retired,married,secondary,no,3340,no,no,cellular,30,jun,224,1,-1,0,unknown,0,2
14968,45,blue-collar,married,unknown,no,3114,no,no,cellular,6,aug,192,2,-1,0,unknown,0,2
21258,34,technician,married,secondary,no,-25,no,no,cellular,15,may,207,1,-1,0,unknown,0,2
23987,57,technician,married,secondary,no,29,no,no,cellular,6,aug,122,2,-1,0,unknown,0,2
6148,34,blue-collar,married,primary,no,1756,yes,yes,cellular,11,may,58,1,-1,0,unknown,0,2
6553,43,entrepreneur,married,primary,no,0,yes,no,unknown,30,may,222,9,-1,0,unknown,0,2
11241,26,management,single,tertiary,no,761,no,no,cellular,2,feb,362,1,-1,0,unknown,0,2
26864,55,retired,married,secondary,no,143,yes,no,unknown,6,may,42,3,-1,0,unknown,0,2
6477,41,housemaid,married,secondary,no,81,yes,no,cellular,11,may,193,1,-1,0,unknown,0,2
9221,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,1,2
24252,26,unemployed,single,secondary,no,632,no,no,cellular,12,aug,312,3,181,1,success,1,2
13409,47,unemployed,married,primary,no,3723,no,no,cellular,21,nov,108,1,-1,0,unknown,0,2
7818,30,technician,married,secondary,no,743,no,no,cellular,29,jan,142,2,-1,0,unknown,0,2
18533,45,blue-collar,divorced,primary,no,6,yes,no,unknown,2,jun,159,6,-1,0,unknown,0,2
10502,40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,unknown,0,2
2936,28,housemaid,single,secondary,no,781,yes,no,cellular,17,apr,52,1,-1,0,unknown,0,2
17697,33,technician,single,secondary,no,-32,no,no,cellular,25,aug,196,12,-1,0,unknown,0,2
18900,30,technician,single,secondary,no,1625,yes,no,cellular,25,jul,90,3,-1,0,unknown,0,2
8059,31,admin.,single,secondary,no,17,yes,no,unknown,2,jun,52,3,-1,0,unknown,0,2
18248,38,management,married,tertiary,no,1354,yes,no,cellular,8,jun,127,3,130,2,failure,0,2
20089,52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,1,2
23434,61,retired,married,tertiary,no,5267,no,no,cellular,18,aug,212,7,188,3,success,0,2
2672,33,management,married,tertiary,no,956,yes,no,cellular,30,apr,115,1,-1,0,unknown,0,2
19573,23,student,single,tertiary,no,1592,no,no,cellular,10,aug,298,1,-1,0,unknown,0,2
5784,34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,490,3,-1,0,unknown,0,2
12989,38,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,7,-1,0,unknown,0,2
22176,55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,unknown,0,2
14380,37,entrepreneur,single,secondary,no,2543,no,no,cellular,22,jun,69,4,-1,0,unknown,0,2
22083,35,blue-collar,married,primary,no,305,yes,no,cellular,25,jul,168,2,-1,0,unknown,0,2
23254,57,retired,married,primary,no,5010,no,no,cellular,21,nov,570,4,-1,0,unknown,0,2
21433,41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,0,2
7180,33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,0,2
7213,26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,0,2
10536,71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,1,2
23218,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,1,2
8903,49,admin.,married,secondary,no,0,yes,yes,unknown,3,jun,50,3,-1,0,unknown,0,2
17240,43,admin.,married,secondary,no,877,yes,no,cellular,2,feb,135,1,-1,0,unknown,0,2
14291,48,admin.,married,secondary,no,811,no,yes,cellular,8,aug,149,2,-1,0,unknown,0,2
6247,27,management,single,tertiary,no,625,no,no,cellular,30,jan,554,2,-1,0,unknown,0,2
7356,56,blue-collar,married,secondary,no,25,yes,no,unknown,19,may,264,1,-1,0,unknown,0,2
23021,50,blue-collar,married,secondary,no,-26,yes,no,cellular,8,may,301,2,-1,0,unknown,0,2
4242,44,admin.,single,secondary,no,11,yes,no,cellular,20,nov,530,1,-1,0,unknown,0,2
2177,38,technician,married,secondary,no,1442,yes,no,cellular,4,feb,334,1,-1,0,unknown,0,2
7612,31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,1,2
11762,33,management,single,tertiary,no,1956,no,no,telephone,8,nov,76,1,-1,0,unknown,0,2
17028,40,admin.,married,primary,no,0,yes,no,unknown,17,jun,77,1,-1,0,unknown,0,2
8875,31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,1,96,1,success,1,2
16853,51,admin.,married,secondary,no,924,yes,no,unknown,16,jun,215,3,-1,0,unknown,0,2
13375,45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,may,182,2,-1,0,unknown,0,2
3740,55,self-employed,single,secondary,no,2607,yes,no,unknown,14,may,38,1,-1,0,unknown,0,2
21615,37,entrepreneur,married,unknown,no,1958,no,yes,cellular,23,jul,609,2,-1,0,unknown,0,2
14171,34,blue-collar,married,secondary,no,1682,yes,yes,cellular,28,jul,123,3,-1,0,unknown,0,2
24634,52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,unknown,0,2
25270,28,management,single,tertiary,no,21,yes,no,unknown,8,may,219,3,-1,0,unknown,0,2
24948,30,technician,single,secondary,no,0,no,no,cellular,21,aug,166,4,-1,0,unknown,0,2
1508,44,services,married,secondary,no,0,yes,yes,cellular,11,may,161,1,-1,0,unknown,0,2
1958,59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,-1,0,unknown,1,2
11945,38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,1,2
704,34,admin.,single,secondary,no,607,no,no,cellular,26,apr,449,1,326,3,other,0,2
5715,54,technician,single,tertiary,no,3233,no,no,unknown,20,jun,17,3,-1,0,unknown,0,2
18659,34,management,single,tertiary,no,0,no,no,cellular,22,aug,174,1,-1,0,unknown,0,2
20803,76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,1,2
14763,34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,1,2
10167,46,technician,married,secondary,no,-408,yes,yes,telephone,7,may,138,4,286,1,other,0,2
18865,28,admin.,single,secondary,no,119,no,no,cellular,19,feb,260,3,-1,0,unknown,0,2
1268,41,technician,divorced,secondary,no,106,yes,yes,cellular,8,may,197,2,-1,0,unknown,0,2
7822,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,1,2
25146,26,student,single,secondary,no,782,no,no,cellular,29,jan,297,1,-1,0,unknown,0,2
10778,27,technician,single,secondary,no,911,no,no,cellular,4,feb,471,2,-1,0,unknown,0,2
2662,31,technician,married,secondary,no,535,no,no,cellular,8,aug,81,2,-1,0,unknown,0,2
6225,42,services,married,primary,no,5879,yes,no,unknown,14,may,162,1,-1,0,unknown,0,2
21300,46,management,married,tertiary,no,5108,no,no,cellular,11,aug,165,4,-1,0,unknown,0,2
8252,34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,1,2
17834,33,admin.,married,secondary,no,1499,yes,no,unknown,21,may,144,2,-1,0,unknown,0,2
22471,47,management,married,tertiary,no,-315,yes,yes,cellular,27,aug,112,9,-1,0,unknown,0,2
1836,39,unemployed,married,secondary,no,-455,yes,no,unknown,23,may,542,2,-1,0,unknown,0,2
26983,55,admin.,married,secondary,no,859,no,no,telephone,12,may,148,6,308,1,failure,0,2
18317,55,retired,married,secondary,no,85,no,no,unknown,3,jul,228,2,-1,0,unknown,0,2
12715,53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,677,1,-1,0,unknown,1,2
22809,32,technician,married,secondary,no,95,no,yes,cellular,18,jul,308,2,-1,0,unknown,0,2
1054,39,blue-collar,married,secondary,no,1969,no,no,cellular,21,nov,63,2,-1,0,unknown,0,2
8612,53,management,married,tertiary,no,232,yes,no,telephone,29,jan,32,1,-1,0,unknown,0,2
12038,22,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,unknown,1,2
22698,37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,0,2
11101,38,technician,single,secondary,no,207,no,no,unknown,19,jun,76,2,-1,0,unknown,0,2
11977,75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,1,2
19552,48,services,married,primary,no,337,no,no,cellular,25,aug,770,12,-1,0,unknown,0,2
13157,33,management,single,tertiary,no,506,no,no,cellular,4,jun,176,1,91,2,success,0,2
21212,33,blue-collar,married,secondary,no,0,yes,no,cellular,24,jul,208,1,-1,0,unknown,0,2
16102,36,entrepreneur,married,primary,no,3352,no,no,cellular,10,jul,503,1,-1,0,unknown,0,2
13907,25,management,single,tertiary,no,222,no,no,cellular,27,may,114,1,-1,0,unknown,0,2
3249,59,entrepreneur,married,tertiary,no,1553,no,yes,cellular,18,nov,79,2,-1,0,unknown,0,2
24439,51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324,1,-1,0,unknown,0,2
22286,39,blue-collar,married,primary,no,3127,yes,yes,unknown,5,jun,451,2,-1,0,unknown,0,2
7334,45,blue-collar,married,unknown,no,110,yes,no,unknown,15,may,377,4,-1,0,unknown,0,2
12367,60,retired,single,primary,no,470,no,no,unknown,16,jun,100,2,-1,0,unknown,0,2
26058,27,admin.,single,secondary,no,6492,no,no,cellular,6,feb,7,6,-1,0,unknown,0,2
19510,35,management,married,tertiary,no,1473,yes,no,cellular,20,apr,17,6,322,4,other,0,2
408,43,admin.,married,secondary,no,1807,yes,yes,unknown,30,may,711,1,-1,0,unknown,0,2
2036,31,blue-collar,married,secondary,no,10287,yes,no,cellular,20,nov,293,1,-1,0,unknown,0,2
26470,50,technician,single,secondary,no,-463,yes,no,unknown,27,may,269,3,-1,0,unknown,0,2
7526,48,blue-collar,married,primary,no,2227,no,no,cellular,18,aug,98,12,-1,0,unknown,0,2
23530,43,admin.,married,secondary,no,0,yes,no,cellular,4,feb,175,1,-1,0,unknown,0,2
25487,34,management,divorced,tertiary,no,1,yes,no,cellular,5,may,106,1,362,3,other,0,2
24584,40,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,unknown,0,2
5110,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,0,2
15278,39,blue-collar,married,primary,no,2003,yes,no,unknown,21,may,229,2,-1,0,unknown,0,2
23899,54,admin.,married,primary,no,976,yes,no,unknown,3,jun,137,3,-1,0,unknown,0,2
8275,34,self-employed,single,tertiary,no,90,no,no,cellular,2,jun,84,1,-1,0,unknown,0,2
21214,33,services,married,secondary,no,1553,yes,no,unknown,27,may,492,8,-1,0,unknown,0,2
18335,29,admin.,single,secondary,no,266,yes,no,cellular,6,may,540,1,-1,0,unknown,1,2
4180,36,management,single,tertiary,no,-155,yes,no,cellular,29,jan,94,1,-1,0,unknown,0,2
16908,38,services,single,secondary,no,36,yes,no,unknown,19,may,143,1,-1,0,unknown,0,2
10782,43,services,married,secondary,no,14679,yes,no,cellular,20,nov,165,3,-1,0,unknown,0,2
11030,42,management,married,tertiary,no,60,no,no,cellular,6,aug,426,3,-1,0,unknown,0,2
